name		steel
type		enemy
subtype		chase
speedf		1.1
facing		1
nomove		0 1
health		100
mp		100
jumpheight	0
nopain		1
nolife		1
falldie		1
nodieblink	3
makeinv		3
shadow		6
nodrop		1
antigrab	10
subject_to_platform 0
subject_to_wall	    0
hostile				player
candamage			player enemy
animationscript data/scripts/escript.c

palette		data/chars/3jackballs/allpal2.gif

load	grdbrk






anim	attack
	loop	0
	delay	9
	offset	175 540
	bbox	0 0 0 0
	range	-100 100
	rangea	-150
	rangez	-15 15
	quakeframe	9 3 15
	@cmd	leaper 0 3 0
	frame	data/chars/3jackballs/steelatk01.gif
	sound	data/sounds/punch3.wav
	attack5	90 440 190 80 30 1 0 0 40 20
	dropv	4 3
	frame	data/chars/3jackballs/steelatk02.gif
	frame	data/chars/3jackballs/steelatk03.gif
	delay	15
	frame	data/chars/3jackballs/steelatk04.gif
	frame	data/chars/3jackballs/steelatk05.gif
	delay	9
	frame	data/chars/3jackballs/steelatk06.gif
	frame	data/chars/3jackballs/steelatk07.gif
	frame	data/chars/3jackballs/steelatk08.gif
	sound	data/sounds/steel2.wav
	frame	data/chars/3jackballs/steelatk09.gif
	@cmd	spawn01 "grdbrk" 0 0 5
	frame	data/chars/3jackballs/steelatk10.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk09.gif
	attack5	0 0 0 0
	frame	data/chars/3jackballs/steelatk10.gif
	delay	100
	frame	data/chars/3jackballs/steelatk08.gif
	delay	5
	movea	5
	frame	data/chars/3jackballs/steelatk08.gif
	sound	data/sounds/steel3.wav
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	sound	data/sounds/mhmh.wav
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	movea	0
	seta	130
	frame	data/chars/3jackballs/steelatk08.gif
	@cmd	beidle
	frame	data/chars/3jackballs/steelatk08.gif
		
anim	death
	loop	0
	delay	10
	offset	175 540
	bbox	0 0 0 0
	quakeframe	5 3 9
	@cmd	leaper 0 4 -1
	frame	data/chars/3jackballs/steelatk01.gif
	frame	data/chars/3jackballs/steelatk02.gif
	frame	data/chars/3jackballs/steelatk03.gif
	frame	data/chars/3jackballs/steelatk04.gif
	delay	60
	frame	data/chars/3jackballs/steeldeath.gif
	delay	7
	frame	data/chars/3jackballs/steeldeath.gif
	@cmd	spawn01 "dust" -100 0 5
	frame	data/chars/3jackballs/steeldeath.gif
	@cmd	spawn01 "dust" -70 0 5
	frame	data/chars/3jackballs/steeldeath.gif
	@cmd	spawn01 "dust" -40 0 5
	frame	data/chars/3jackballs/steeldeath.gif
	@cmd	spawn01 "dust" 0 0 5
	frame	data/chars/3jackballs/steeldeath.gif
	@cmd	spawn01 "dust" 100 0 5
	frame	data/chars/3jackballs/steeldeath.gif
	@cmd	spawn01 "dust" 70 0 5
	frame	data/chars/3jackballs/steeldeath.gif
	@cmd	spawn01 "dust" 40 0 5
	frame	data/chars/3jackballs/steeldeath.gif
	delay	500
	frame	data/chars/3jackballs/steeldeath.gif

		
anim	idle
	loop	1
	delay	9
	offset	175 540
	bbox	0 0 0 0
	seta	130
	frame	data/chars/3jackballs/steel1.gif
	@cmd	clearL
	frame	data/chars/3jackballs/steel2.gif
	frame	data/chars/3jackballs/steel3.gif
	frame	data/chars/3jackballs/steel4.gif
	frame	data/chars/3jackballs/steel5.gif
	frame	data/chars/3jackballs/steel6.gif
	sound	data/sounds/steel.wav
	frame	data/chars/3jackballs/steel7.gif
	frame	data/chars/3jackballs/steel8.gif
	frame	data/chars/3jackballs/steel9.gif
	frame	data/chars/3jackballs/steel10.gif
	frame	data/chars/3jackballs/steel11.gif
	frame	data/chars/3jackballs/steel12.gif
	frame	data/chars/3jackballs/steel13.gif
	frame	data/chars/3jackballs/steel14.gif
	sound	data/sounds/steel.wav
	frame	data/chars/3jackballs/steel15.gif
		
anim	pain
		
anim	spawn
	loop	0
	delay	5
	offset	175 540
	bbox	0 0 0 0
	seta	90
	frame	data/chars/3jackballs/steelatk08.gif
	move	-6
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
	frame	data/chars/3jackballs/steelatk08.gif
