name		biker1
type		enemy
health		175
mp		100
speedf		1.1
jumpheight	0
noquake		1
falldie		1
nodieblink	2
makeinv		3
gfxshadow	1
nodrop		1
facing          3
nomove          0 1
antigrab	10
aggression      15
hostile				player obstacle
candamage			player obstacle
icon		data/chars/2bike2/icon.gif
icondie		data/chars/2bike2/icond.gif
diesound        data/sounds/die5.wav
animationscript data/scripts/escript.c


palette		data/chars/2bike2/mapal.gif
alternatepal       data/chars/2bike2/map1.gif
alternatepal       data/chars/2bike2/map2.gif
alternatepal       data/chars/2bike2/map3.gif


load	bike2crash
load	explosion1





anim	attack1
	range	25 260
	loop	0
	delay	5
	offset	135 195
	bbox	85 95 80 82
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck03.gif
	frame	data/chars/2bike2/bikerattck04.gif
	sound	data/sounds/fire.wav
	frame	data/chars/2bike2/bikerattck05.gif
	forcedirection 2
	attack	140 110 245 24 6 1 0 0 11 0
	frame	data/chars/2bike2/bikerattck06.gif
	frame	data/chars/2bike2/bikerattck01.gif
	attack	0 0 0 0
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck03.gif
	frame	data/chars/2bike2/bikerattck04.gif
	sound	data/sounds/fire.wav
	frame	data/chars/2bike2/bikerattck05.gif
	frame	data/chars/2bike2/bikerattck06.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
	frame	data/chars/2bike2/bikerattck01.gif
	frame	data/chars/2bike2/bikerattck02.gif
		
anim	attack2
	range	-268 -40
	loop	0
	delay	5
	offset	135 195
	bbox	85 95 80 82
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck010.gif
	frame	data/chars/2bike2/bikerattck011.gif
	sound	data/sounds/fire.wav
	forcedirection 2
	attack2	-160 115 245 24 6 1 0 0 11 0
	frame	data/chars/2bike2/bikerattck012.gif
	frame	data/chars/2bike2/bikerattck013.gif
	attack2	0 0 0 0
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck010.gif
	sound	data/sounds/fire.wav
	frame	data/chars/2bike2/bikerattck011.gif
	frame	data/chars/2bike2/bikerattck012.gif
	frame	data/chars/2bike2/bikerattck013.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif
	frame	data/chars/2bike2/bikerattck08.gif
	frame	data/chars/2bike2/bikerattck09.gif




		
anim	death
	loop	0
	delay	40
	offset	135 195
	bbox	55 55 90 82
	jumpframe	0 6 -1
	landframe	3
	@cmd	killgun 2 0
	@cmd	spawn01 "cardam2" -20 30 7
	@cmd	spawn01 "bike2crash" -20 0 5
	@cmd	spawn01 "explosion1" -10 50 10
	frame	data/chars/2bike2/fall1.gif
	frame	data/chars/2bike2/fall2.gif
	delay	200
	frame	data/chars/2bike2/fall3.gif
	delay	2
	move	-6
	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall4.gif
	frame	data/chars/2bike2/fall5.gif
	frame	data/chars/2bike2/fall5.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall6.gif
	frame	data/chars/2bike2/fall7.gif
	frame	data/chars/2bike2/fall7.gif
	@cmd	spawn01 "dust3" 5 10 5
	frame	data/chars/2bike2/fall8.gif
	frame	data/chars/2bike2/fall8.gif
