name		lgmist2
type		enemy
health		200
cantgrab	1
speed		11
jumpheight	0
noquake		1
falldie		1
nodieblink	1
makeinv		3
gfxshadow	1
alpha		1
nodrop		2
offscreenkill 	10000
subject_to_hole 0
subject_to_wall 0
hostile				player
candamage			player
diesound        data/sounds/empty.wav
icon		data/chars/beyond/1ecto2/icon.gif
icondie		data/chars/beyond/1ecto2/icond.gif
animationscript data/scripts/escript.c


load	mistout2


alternatepal	data/chars/beyond/1ecto2/map1.gif
alternatepal	data/chars/beyond/1ecto2/map2.gif
alternatepal	data/chars/beyond/1ecto2/map3.gif
alternatepal	data/chars/beyond/1ecto2/map4.gif









anim	attack1
	range	100 150
	loop	0
	delay	7
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
	@cmd	spawn01 "mistout2" 1 1 1
	frame	data/chars/beyond/1ecto2/idle02.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/idle06.gif
	frame	data/chars/beyond/1ecto2/idle07.gif
	frame	data/chars/beyond/1ecto2/idle08.gif
	frame	data/chars/beyond/1ecto2/idle09.gif
	frame	data/chars/beyond/1ecto2/idle10.gif
	frame	data/chars/beyond/1ecto2/idle11.gif
	frame	data/chars/beyond/1ecto2/idle12.gif
	frame	data/chars/beyond/1ecto2/idle13.gif
	frame	data/chars/beyond/1ecto2/idle14.gif
	frame	data/chars/beyond/1ecto2/idle15.gif
	frame	data/chars/beyond/1ecto2/idle16.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle02.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/idle06.gif
	frame	data/chars/beyond/1ecto2/idle07.gif
	frame	data/chars/beyond/1ecto2/idle08.gif
	frame	data/chars/beyond/1ecto2/idle09.gif
	frame	data/chars/beyond/1ecto2/idle10.gif
	frame	data/chars/beyond/1ecto2/idle11.gif
	frame	data/chars/beyond/1ecto2/idle12.gif
	frame	data/chars/beyond/1ecto2/idle13.gif
	frame	data/chars/beyond/1ecto2/idle14.gif
	frame	data/chars/beyond/1ecto2/idle15.gif
	frame	data/chars/beyond/1ecto2/idle16.gif
	@cmd	looper 17 2
	frame	data/chars/beyond/1ecto2/idle16.gif
	@cmd	beidle
	frame	data/chars/beyond/1ecto2/idle16.gif
		
anim	attack2
	range	160 250
	rangez	-35 35
	loop	0
	delay	7
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle02.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/b01.gif
	frame	data/chars/beyond/1ecto2/b02.gif
	frame	data/chars/beyond/1ecto2/b03.gif
	frame	data/chars/beyond/1ecto2/b04.gif
	frame	data/chars/beyond/1ecto2/b05.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b10.gif
	delay	5
	@cmd	target 3 3 1 1 0
	@cmd	dash
	frame	data/chars/beyond/1ecto2/a01.gif
	attack	70 50 80 110 12 1 0 0 11 15
	dropv	3 4
	frame	data/chars/beyond/1ecto2/a02.gif
	frame	data/chars/beyond/1ecto2/a03.gif
	frame	data/chars/beyond/1ecto2/a04.gif
	frame	data/chars/beyond/1ecto2/a05.gif
	frame	data/chars/beyond/1ecto2/a06.gif
	frame	data/chars/beyond/1ecto2/a07.gif
	frame	data/chars/beyond/1ecto2/a08.gif
	frame	data/chars/beyond/1ecto2/a09.gif
	frame	data/chars/beyond/1ecto2/a10.gif
	frame	data/chars/beyond/1ecto2/a11.gif
	frame	data/chars/beyond/1ecto2/a12.gif
	frame	data/chars/beyond/1ecto2/a01.gif
	frame	data/chars/beyond/1ecto2/a02.gif
	frame	data/chars/beyond/1ecto2/a03.gif
	frame	data/chars/beyond/1ecto2/a04.gif
	frame	data/chars/beyond/1ecto2/a05.gif
	frame	data/chars/beyond/1ecto2/a06.gif
	frame	data/chars/beyond/1ecto2/a07.gif
	frame	data/chars/beyond/1ecto2/a08.gif
	frame	data/chars/beyond/1ecto2/a09.gif
	frame	data/chars/beyond/1ecto2/a10.gif
	frame	data/chars/beyond/1ecto2/a11.gif
	attack	0 0 0 0
	frame	data/chars/beyond/1ecto2/a12.gif
	@cmd	dasher 1.5 0 0
	delay	7
	frame	data/chars/beyond/1ecto2/b10.gif
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b05.gif
	frame	data/chars/beyond/1ecto2/b04.gif
	frame	data/chars/beyond/1ecto2/b03.gif
	frame	data/chars/beyond/1ecto2/b02.gif
	frame	data/chars/beyond/1ecto2/b01.gif
	@cmd	stop
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle02.gif
	@cmd	clearL
	frame	data/chars/beyond/1ecto2/idle01.gif
	@cmd	beidle
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	attack4
	range	-15 15
	rangez	-35 35
	loop	0
	delay	7
	offset	115 190
	bbox	85 77 55 70
	followanim	1
	followcond	1
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle02.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/b01.gif
	frame	data/chars/beyond/1ecto2/b02.gif
	frame	data/chars/beyond/1ecto2/b03.gif
	frame	data/chars/beyond/1ecto2/b04.gif
	frame	data/chars/beyond/1ecto2/b05.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b10.gif
	delay	4
	@cmd	target 1 1 1 1 0
	@cmd	dash
	frame	data/chars/beyond/1ecto2/b06.gif
	attack	70 50 80 110 0 0 0 0 11 15
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b10.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b10.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b10.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b09.gif
	attack	0 0 0 0
	frame	data/chars/beyond/1ecto2/b10.gif
	@cmd	stop
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b05.gif
	frame	data/chars/beyond/1ecto2/b04.gif
	frame	data/chars/beyond/1ecto2/b03.gif
	frame	data/chars/beyond/1ecto2/b02.gif
	frame	data/chars/beyond/1ecto2/b01.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle02.gif
	@cmd	clearL
	frame	data/chars/beyond/1ecto2/idle01.gif
	@cmd	beidle
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	death
	loop	0
	delay	8
	offset	115 190
	bbox	0 0 0 0
	frame	data/chars/beyond/1ecto2/idle09.gif
	frame	data/chars/beyond/1ecto2/idle10.gif
	frame	data/chars/beyond/1ecto2/idle11.gif
	frame	data/chars/beyond/1ecto2/idle12.gif
	frame	data/chars/beyond/1ecto2/idle13.gif
	frame	data/chars/beyond/1ecto2/idle14.gif
	frame	data/chars/beyond/1ecto2/idle15.gif
	frame	data/chars/beyond/1ecto2/idle16.gif
	frame	data/chars/beyond/1ecto2/spawn43.gif
	frame	data/chars/beyond/1ecto2/spawn42.gif
	frame	data/chars/beyond/1ecto2/spawn41.gif
	frame	data/chars/beyond/1ecto2/spawn40.gif
	frame	data/chars/beyond/1ecto2/spawn39.gif
	frame	data/chars/beyond/1ecto2/spawn38.gif
	frame	data/chars/beyond/1ecto2/spawn37.gif
	frame	data/chars/beyond/1ecto2/spawn36.gif
	frame	data/chars/beyond/1ecto2/spawn35.gif
	frame	data/chars/beyond/1ecto2/spawn34.gif
	frame	data/chars/beyond/1ecto2/spawn33.gif
	frame	data/chars/beyond/1ecto2/spawn32.gif
	frame	data/chars/beyond/1ecto2/spawn31.gif
	frame	data/chars/beyond/1ecto2/spawn30.gif
	frame	data/chars/beyond/1ecto2/spawn29.gif
	frame	data/chars/beyond/1ecto2/spawn28.gif
	frame	data/chars/beyond/1ecto2/spawn27.gif
	frame	data/chars/beyond/1ecto2/spawn26.gif
	frame	data/chars/beyond/1ecto2/spawn25.gif
	frame	data/chars/beyond/1ecto2/spawn24.gif
	frame	data/chars/beyond/1ecto2/spawn23.gif
	frame	data/chars/beyond/1ecto2/spawn22.gif
	frame	data/chars/beyond/1ecto2/spawn21.gif
	frame	data/chars/beyond/1ecto2/spawn20.gif
	delay	7
	frame	data/chars/beyond/1ecto2/spawn19.gif
	frame	data/chars/beyond/1ecto2/spawn18.gif
	frame	data/chars/beyond/1ecto2/spawn17.gif
	frame	data/chars/beyond/1ecto2/spawn16.gif
	frame	data/chars/beyond/1ecto2/spawn15.gif
	@cmd	looper 31 8
	delay	10
	frame	data/chars/beyond/1ecto2/spawn14.gif
	frame	data/chars/beyond/1ecto2/spawn13.gif
	frame	data/chars/beyond/1ecto2/spawn12.gif
	frame	data/chars/beyond/1ecto2/spawn11.gif
	frame	data/chars/beyond/1ecto2/spawn10.gif
	frame	data/chars/beyond/1ecto2/spawn09.gif
	frame	data/chars/beyond/1ecto2/spawn08.gif
	frame	data/chars/beyond/1ecto2/spawn07.gif
	frame	data/chars/beyond/1ecto2/spawn06.gif
	frame	data/chars/beyond/1ecto2/empty.gif
		
anim	fall
	loop	0
	delay	5
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	fall7
	delay	400
	offset	120 113
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	follow1
	loop	0
	delay	30
	offset	115 190
	bbox	0 0 0 0
	@cmd	stop
	@cmd	slamstart2
	@cmd	spawngrab 200 200 450 300 1 8
	@cmd	position 24 20 10 -1 -1
	frame	data/chars/beyond/1ecto2/b09.gif
	delay	7
	@cmd	degravity 1
	movea	2
	@cmd	position 24 20 10 -1 -1
	frame	data/chars/beyond/1ecto2/b09.gif
	@cmd	position 24 20 10 -1 -1
	frame	data/chars/beyond/1ecto2/b08.gif
	@cmd	position 24 20 10 -1 -1
	frame	data/chars/beyond/1ecto2/b07.gif
	@cmd	position 24 20 12 -1 -1
	frame	data/chars/beyond/1ecto2/b06.gif
	@cmd	position 24 20 14 -1 -1
	frame	data/chars/beyond/1ecto2/b05.gif
	@cmd	position 24 20 16 -1 -1
	frame	data/chars/beyond/1ecto2/b04.gif
	@cmd	position 24 20 18 -1 -1
	frame	data/chars/beyond/1ecto2/b03.gif
	@cmd	position 24 20 20 -1 -1
	frame	data/chars/beyond/1ecto2/b02.gif
	@cmd	position 24 20 22 -1 -1
	@cmd	hurt 5
	frame	data/chars/beyond/1ecto2/b01.gif
	delay	8
	movea	0
	@cmd	position 7 10 45 -1 -1
	frame	data/chars/beyond/1ecto2/c01.gif #10
	@cmd	position 11 10 45 -1 -1
	frame	data/chars/beyond/1ecto2/c02.gif
	@cmd	position 7 10 45 -1 -1
	frame	data/chars/beyond/1ecto2/c03.gif
	@cmd	position 11 10 45 -1 -1
	frame	data/chars/beyond/1ecto2/c04.gif
	@cmd	position 7 10 45 -1 -1
	frame	data/chars/beyond/1ecto2/c05.gif
	@cmd	position 11 10 45 -1 -1
	frame	data/chars/beyond/1ecto2/c06.gif
	@cmd	looper 10 8
	@cmd	position 7 10 45 -1 -1
	frame	data/chars/beyond/1ecto2/c01.gif
	@cmd	depost 0
	@cmd	finish 15 2 1 3 0 0
	delay	7
	@cmd	degravity 0
	frame	data/chars/beyond/1ecto2/b10.gif
	@cmd	clearL
	frame	data/chars/beyond/1ecto2/b09.gif
	frame	data/chars/beyond/1ecto2/b08.gif
	frame	data/chars/beyond/1ecto2/b07.gif
	frame	data/chars/beyond/1ecto2/b06.gif
	frame	data/chars/beyond/1ecto2/b05.gif
	frame	data/chars/beyond/1ecto2/b04.gif
	frame	data/chars/beyond/1ecto2/b03.gif
	frame	data/chars/beyond/1ecto2/b02.gif
	frame	data/chars/beyond/1ecto2/b01.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle02.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	@cmd	beidle
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	follow5
	loop	1
	delay	7
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
	@cmd	subwall 1
	frame	data/chars/beyond/1ecto2/idle01.gif
	@cmd	beidle
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	follow6
	loop	1
	delay	7
	offset	115 190
	bbox	85 77 55 70
	@cmd	clearL
	counterrange	0 14 1 1
	followanim	5
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle02.gif
	frame	data/chars/beyond/1ecto2/idle03.gif
	@cmd	attack1 -100 100 80 "ANI_FOLLOW5"
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/idle06.gif
	@cmd	attack1 -100 100 80 "ANI_FOLLOW5"
	frame	data/chars/beyond/1ecto2/idle07.gif
	frame	data/chars/beyond/1ecto2/idle08.gif
	frame	data/chars/beyond/1ecto2/idle09.gif
	@cmd	attack1 -100 100 80 "ANI_FOLLOW5"
	frame	data/chars/beyond/1ecto2/idle10.gif
	frame	data/chars/beyond/1ecto2/idle11.gif
	frame	data/chars/beyond/1ecto2/idle12.gif
	@cmd	attack1 -100 100 80 "ANI_FOLLOW5"
	frame	data/chars/beyond/1ecto2/idle13.gif
	frame	data/chars/beyond/1ecto2/idle14.gif
	frame	data/chars/beyond/1ecto2/idle15.gif
	@cmd	attack1 -100 100 80 "ANI_FOLLOW5"
	frame	data/chars/beyond/1ecto2/idle16.gif
		
anim	idle
	loop	1
	delay	7
	offset	115 190
	bbox	85 77 55 70
	@cmd	degravity 0
	frame	data/chars/beyond/1ecto2/idle01.gif
	@cmd	depost 0
	frame	data/chars/beyond/1ecto2/idle02.gif
	@cmd	clearL
	frame	data/chars/beyond/1ecto2/idle03.gif
	frame	data/chars/beyond/1ecto2/idle04.gif
	frame	data/chars/beyond/1ecto2/idle05.gif
	frame	data/chars/beyond/1ecto2/idle06.gif
	frame	data/chars/beyond/1ecto2/idle07.gif
	frame	data/chars/beyond/1ecto2/idle08.gif
	frame	data/chars/beyond/1ecto2/idle09.gif
	frame	data/chars/beyond/1ecto2/idle10.gif
	frame	data/chars/beyond/1ecto2/idle11.gif
	frame	data/chars/beyond/1ecto2/idle12.gif
	frame	data/chars/beyond/1ecto2/idle13.gif
	frame	data/chars/beyond/1ecto2/idle14.gif
	frame	data/chars/beyond/1ecto2/idle15.gif
	frame	data/chars/beyond/1ecto2/idle16.gif
		
anim	pain
	loop	0
	delay	1
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	pain2
	loop	0
	delay	5
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	pain7
	delay	400
	offset	120 113
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	pain8
	loop	0
	delay	5
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	rise
	loop	0
	delay	5
	offset	115 190
	bbox	85 77 55 70
	frame	data/chars/beyond/1ecto2/idle01.gif
		
anim	spawn
	loop	0
	delay	10
	offset	115 190
	bbox	0 0 0 0
	frame	data/chars/beyond/1ecto2/spawn05.gif
	@cmd	subwall 1
	frame	data/chars/beyond/1ecto2/spawn06.gif
	frame	data/chars/beyond/1ecto2/spawn07.gif
	frame	data/chars/beyond/1ecto2/spawn08.gif
	frame	data/chars/beyond/1ecto2/spawn09.gif
