name	 fdpwr2
type	 none
alpha	 1
subject_to_gravity 0
#lifespan 45
hostile         player
candamage       player obstacle
animationscript data/scripts/escript.c










anim	follow1
	loop	1
	delay	9
	offset	110 115
	bbox	0 0 0 0
	@cmd	clearL
	frame	data/chars/beyond/2ufd2/bck/lg01.gif
	frame	data/chars/beyond/2ufd2/bck/lg02.gif
	frame	data/chars/beyond/2ufd2/bck/lg03.gif
	frame	data/chars/beyond/2ufd2/bck/lg04.gif
	frame	data/chars/beyond/2ufd2/bck/lg05.gif
	frame	data/chars/beyond/2ufd2/bck/lg06.gif
	frame	data/chars/beyond/2ufd2/bck/lg07.gif
	frame	data/chars/beyond/2ufd2/bck/lg08.gif
	frame	data/chars/beyond/2ufd2/bck/lg09.gif
	frame	data/chars/beyond/2ufd2/bck/lg10.gif
	frame	data/chars/beyond/2ufd2/bck/lg11.gif
	frame	data/chars/beyond/2ufd2/bck/lg12.gif
	frame	data/chars/beyond/2ufd2/bck/lg13.gif
	frame	data/chars/beyond/2ufd2/bck/lg14.gif
	frame	data/chars/beyond/2ufd2/bck/lg15.gif
	frame	data/chars/beyond/2ufd2/bck/lg16.gif
	frame	data/chars/beyond/2ufd2/bck/lg17.gif
	frame	data/chars/beyond/2ufd2/bck/lg18.gif
	frame	data/chars/beyond/2ufd2/bck/lg19.gif
	frame	data/chars/beyond/2ufd2/bck/lg20.gif
		
anim	follow2
	loop	0
	delay	9
	offset	147 265
	bbox	0 0 0 0
	fastattack	1
	@cmd	clearL
	hitfx	data/sounds/beat3.wav
	frame	data/chars/beyond/2ufd2/bck/ls01.gif
	frame	data/chars/beyond/2ufd2/bck/ls02.gif
	frame	data/chars/beyond/2ufd2/bck/ls03.gif
	frame	data/chars/beyond/2ufd2/bck/ls04.gif
	frame	data/chars/beyond/2ufd2/bck/ls05.gif
	sound	data/sounds/laser.wav
	frame	data/chars/beyond/2ufd2/bck/ls06.gif
	frame	data/chars/beyond/2ufd2/bck/ls07.gif
	frame	data/chars/beyond/2ufd2/bck/ls08.gif
	frame	data/chars/beyond/2ufd2/bck/ls09.gif
	frame	data/chars/beyond/2ufd2/bck/ls10.gif
	frame	data/chars/beyond/2ufd2/bck/ls11.gif
	frame	data/chars/beyond/2ufd2/bck/ls12.gif


	delay	5
	frame	data/chars/beyond/2ufd2/bck/ls13.gif
	sound	data/sounds/laser2.wav
	attack2	135 165 25 110 7 1 1 1 0 25
	frame	data/chars/beyond/2ufd2/bck/ls14.gif
	frame	data/chars/beyond/2ufd2/bck/ls15.gif
	attack2	0 0 0 0
	frame	data/chars/beyond/2ufd2/bck/ls16.gif
	frame	data/chars/beyond/2ufd2/bck/ls17.gif
	attack2	135 165 25 110 7 1 1 1 0 25
	frame	data/chars/beyond/2ufd2/bck/ls18.gif
	frame	data/chars/beyond/2ufd2/bck/ls19.gif
	attack2	0 0 0 0
	frame	data/chars/beyond/2ufd2/bck/ls20.gif
	frame	data/chars/beyond/2ufd2/bck/ls13.gif
	attack2	135 165 25 110 7 1 1 1 0 25
	frame	data/chars/beyond/2ufd2/bck/ls14.gif
	frame	data/chars/beyond/2ufd2/bck/ls15.gif
	attack2	0 0 0 0
	frame	data/chars/beyond/2ufd2/bck/ls16.gif
	frame	data/chars/beyond/2ufd2/bck/ls17.gif
	attack2	135 165 25 110 7 1 1 1 0 25
	frame	data/chars/beyond/2ufd2/bck/ls18.gif
	frame	data/chars/beyond/2ufd2/bck/ls19.gif
	attack2	0 0 0 0
	frame	data/chars/beyond/2ufd2/bck/ls20.gif
	@cmd	looper 13 10
	frame	data/chars/beyond/2ufd2/bck/ls21.gif
	frame	data/chars/beyond/2ufd2/bck/ls22.gif
	frame	data/chars/beyond/2ufd2/bck/ls23.gif
	delay	9
	frame	data/chars/beyond/2ufd2/bck/ls24.gif
	frame	data/chars/beyond/2ufd2/bck/ls25.gif
	frame	data/chars/beyond/2ufd2/bck/ls26.gif
	frame	data/chars/beyond/2ufd2/bck/empty.gif
	@cmd	suicide
	frame	data/chars/beyond/2ufd2/bck/empty.gif
		

		
anim	idle
	loop	0
	delay	10
	offset	1 1
	bbox	0 0 0 0
	@cmd	clearL
	frame	data/chars/beyond/2ufd2/bck/empty.gif
	frame	data/chars/beyond/2ufd2/bck/empty.gif
	frame	data/chars/beyond/2ufd2/bck/empty.gif
		
#|edited by openBor Stats v 0.53
		
