name		bigaliarm1
type		trap
health		10
falldie		1
nodieblink	2
nodrop		2
shadow		0
facing		1
nomove		1 1
offscreenkill 	10000
subject_to_hole 0
subject_to_wall 0
subject_to_minz 0
subject_to_maxz 0
hostile		player npc
candamage	player
nolife 1

animationscript data/scripts/escript.c


load	roofbrk
load	pw17







anim	death
	loop	0
	delay	9
	offset	100 130
	bbox	0 0 0 0
	frame	data/bgs/beyond/lvl2/mali/idle08.gif

		
anim	follow1
	loop	0
	delay	2
	offset	340 570
	bbox	0 0 0 0
	hitfx	data/sounds/beat4.wav
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	sound	data/sounds/alimon2.wav
	offset	340 575
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 580
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 585
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 590
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 595
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 600
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 605
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 610
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 615
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 620
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 915
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	delay	1
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 910
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 905
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 900
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 895
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 890
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 885
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 880
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 875
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 870
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 865
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 860
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 855
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 850
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 845
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 840
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 835
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 830
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 825
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 820
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 815
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 810
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 805
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 800
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 795
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 790
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 785
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 780
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 775
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 770
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 765
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 760
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 755
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 750
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 745
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 740
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 735
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 730
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 725
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 720
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 715
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 710
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 705
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 700
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 695
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 690
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 685
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 680
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 675
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 670
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 665
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 660
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 655
	attack2	490 540 145 96 15 0 1 0 20 10
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 650
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	offset	340 645
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	delay	12
	offset	340 640
	sound	data/sounds/alimon5.wav
	frame	data/bgs/beyond/lvl2/mali/jdle03.gif
	@cmd	spawnGun5 "roofbrk" 225 50 15 2 "ANI_FOLLOW1"
	frame	data/bgs/beyond/lvl2/mali/jdle02.gif
	delay	30
	frame	data/bgs/beyond/lvl2/mali/jdle01.gif
	attack2	0 0 0 0
	delay	9
	frame	data/bgs/beyond/lvl2/mali/idle17.gif
	offset	340 645
	frame	data/bgs/beyond/lvl2/mali/idle16.gif
	frame	data/bgs/beyond/lvl2/mali/idle1516.gif
	offset	340 650
	frame	data/bgs/beyond/lvl2/mali/idle15.gif
	offset	340 655
	frame	data/bgs/beyond/lvl2/mali/idle14.gif
	offset	340 660
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	delay	1
	offset	340 665
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 670
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 675
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 680
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 685
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 690
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 695
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 700
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 705
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 710
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 715
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 720
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 725
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 730
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 735
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 740
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 745
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 750
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 755
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 760
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 765
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 770
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 775
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 780
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 785
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 790
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 795
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 800
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 805
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 810
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 815
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 820
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 825
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 830
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 835
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 840
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 845
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 850
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	offset	340 855
	frame	data/bgs/beyond/lvl2/mali/idle13.gif
	delay	2
	offset	340 915
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 620
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 615
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 610
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 605
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 600
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 595
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 590
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 585
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 580
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 575
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	@cmd	beidle
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
		
anim	follow2
	loop	0
	delay	2
	offset	340 570
	bbox	0 0 0 0
	hitfx	data/sounds/beat4.wav
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	sound	data/sounds/alimon2.wav
	offset	340 575
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 580
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 585
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 590
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 595
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 600
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 605
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 610
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 615
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 620
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	offset	340 915
	frame	data/bgs/beyond/lvl2/mali/idle08.gif
	delay	1
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 910
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 905
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 900
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 895
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 890
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 885
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 880
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 875
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 870
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 865
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 860
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 855
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 850
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 845
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 840
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 835
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 830
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 825
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 820
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 815
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 810
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 805
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 800
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 795
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 790
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 785
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 780
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 775
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 770
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 765
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 760
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 755
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 750
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 745
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 740
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 735
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 730
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 725
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 720
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 715
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 710
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 705
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 700
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 695
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 690
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 685
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 680
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 675
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 670
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 665
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 660
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 655
	attack	225 510 135 115 15 0 1 0 20 10
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 650
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	offset	460 645
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	delay	12
	offset	460 640
	sound	data/sounds/alimon5.wav
	frame	data/bgs/beyond/lvl2/mali/jdle06.gif
	@cmd	spawnGun5 "roofbrk" -170 50 15 2 "ANI_FOLLOW1"
	frame	data/bgs/beyond/lvl2/mali/jdle05.gif
	delay	30
	frame	data/bgs/beyond/lvl2/mali/jdle04.gif
	attack	0 0 0 0
	delay	9
	frame	data/bgs/beyond/lvl2/mali/idle22.gif
	offset	460 645
	frame	data/bgs/beyond/lvl2/mali/idle21.gif
	offset	460 650
