name	brkrock
type	none
shadow	0
toflip  1
lifespan 5

alternatepal	data/chars/misc/flash/rock/map1.gif
alternatepal	data/chars/misc/flash/rock/map2.gif


anim	idle
	loop	0
	delay	4
	offset	215 175
	tossframe	1
	quakeframe	1 0 1
	jumpframe	1 3 0 0
	frame	data/chars/misc/flash/rock/01.gif
	frame	data/chars/misc/flash/rock/02.gif
	frame	data/chars/misc/flash/rock/03.gif
	frame	data/chars/misc/flash/rock/04.gif
	frame	data/chars/misc/flash/rock/05.gif
	frame	data/chars/misc/flash/rock/06.gif
	frame	data/chars/misc/flash/rock/07.gif
	frame	data/chars/misc/flash/rock/08.gif
	frame	data/chars/misc/flash/rock/09.gif
	frame	data/chars/misc/flash/rock/10.gif
	frame	data/chars/misc/flash/rock/11.gif
	frame	data/chars/misc/flash/rock/12.gif
	frame	data/chars/misc/flash/rock/13.gif
	frame	data/chars/misc/flash/rock/14.gif
	frame	data/chars/misc/flash/rock/15.gif
	frame	data/chars/misc/flash/rock/01.gif
	frame	data/chars/misc/flash/rock/02.gif
	frame	data/chars/misc/flash/rock/03.gif
	frame	data/chars/misc/flash/rock/04.gif
	frame	data/chars/misc/flash/rock/05.gif
	frame	data/chars/misc/flash/rock/06.gif
	frame	data/chars/misc/flash/rock/07.gif
	frame	data/chars/misc/flash/rock/08.gif
	frame	data/chars/misc/flash/rock/09.gif
	frame	data/chars/misc/flash/rock/10.gif
	frame	data/chars/misc/flash/rock/11.gif
	frame	data/chars/misc/flash/rock/12.gif
	frame	data/chars/misc/flash/rock/13.gif
	frame	data/chars/misc/flash/rock/14.gif
	frame	data/chars/misc/flash/rock/15.gif
	delay	50
	frame	data/chars/misc/flash/rock/empty.gif
		
#|edited by openBor Stats v 0.53
		
