name	 	cybelect
type	 	npc
health	 	160
facing		1
nomove		1 1
nolife   	1
noatflash 	1
flash    	Flash5
falldie		1
nopain		1
cantgrab      	1
nodieblink	3
nodrop		2
offscreenkill 	30000
hostile		player
shadow	 	0
diesound      data/sounds/robot2.wav

animationscript data/scripts/escript.c

alternatepal	data/chars/beyond/stuff/object/detmap.gif
alternatepal	data/chars/beyond/stuff/object/elecmap1.gif

load	elect1
load	elect2
load	explosion4
load	Steam



anim	attack1
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" 45 90 1 "ANI_FOLLOW1"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		
anim	attack2
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" 0 60 1 "ANI_FOLLOW2"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		
anim	attack4
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" 30 75 5 "ANI_FOLLOW4"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		
anim	attack5
	loop	0
	delay	5
	offset	150 160
	bbox	120 55 55 95
	platform	125 160 0 0 50 50 15 70
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	spawnAni "elect2" 20 105 -5 "ANI_FOLLOW5"
	frame	data/chars/beyond/stuff/object/electw28.gif
	frame	data/chars/beyond/stuff/object/electw29.gif
	frame	data/chars/beyond/stuff/object/electw30.gif
	frame	data/chars/beyond/stuff/object/electw31.gif
	delay	140
	frame	data/chars/beyond/stuff/object/electw32.gif
	delay	5
	frame	data/chars/beyond/stuff/object/electw33.gif
	frame	data/chars/beyond/stuff/object/electw34.gif
	@cmd	beidle
	frame	data/chars/beyond/stuff/object/electw34.gif
		
anim	death
	loop	0
	delay	8
	offset	150 160
	bbox	0 0 0 0
	platform	1 1 1 1 1 1 1 -1
	frame	data/chars/beyond/stuff/object/electw27.gif
	@cmd	killgun 1 0
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
	frame	data/chars/beyond/stuff/object/electw27.gif
	nodrawmethod	
	frame	data/chars/beyond/stuff/object/electw27.gif
	drawmethod	256 256 0 0 0 0 1
